id,created_at,place.name,full_text,curbside_similarity,curbside_rank
1256633982944309248,Sat May 02 17:17:43 +0000 2020,Cosmo Park,"Hello gorgeous sunny day! We’ve closed the southwest area of Cosmo Park to vehicles. Park roads and wide parking lots are perfect for teaching children how to ride a bike or roller skate to your heart’s desire! #SocialDistancing 
https://t.co/orx4guHb4x https://t.co/B6jLgb5lei",0.8807130455970764,23
1247260906943283200,Mon Apr 06 20:32:27 +0000 2020,Cape Coral,"So @Progressive what are you doing for your customers that drive 5 miles aweek or less.
#COVID19 https://t.co/ji53hgCpzW",0.8797152042388916,24
1264269864941744128,Sat May 23 18:59:59 +0000 2020,Wilkes-Barre,"Social distancing solutions 101:
1. Drive to parking lot near Starbucks
2. Park cars 6 feet from each other and roll down windows 
3. Get coffee and talk for two hours
#socialdistancing #friendship #beentoolong @… https://t.co/RjDOqFiQv9",0.8793444037437439,25
1256334127298523137,Fri May 01 21:26:12 +0000 2020,Philadelphia,Parking up &amp; eating my Chick-fil-a in the car #SocialDistancing,0.8788730502128601,26
1248800327547203598,Sat Apr 11 02:29:34 +0000 2020,Vancouver,"No Cars allowed in Stanley Park, more space to walk and bike for #socialdistancing @ English Bay https://t.co/J8lw7Usg93",0.8777172565460205,27
1248774614521708545,Sat Apr 11 00:47:23 +0000 2020,Carbondale,"A real highlight of the pandemic so far was getting to stop by my favorite bar for curbside carryout of Mama Pang's gumbo, which we took to Turley Park, where we had the whole park to ourselves. #socialdistancing… https://t.co/2l5h3tu7F4",0.8775475025177002,28
1248327456890601472,Thu Apr 09 19:10:33 +0000 2020,North Vancouver,"2nd WAVE (ICYMI): 
Beach Avenue from #StanleyPark to past Burrard Bridge will have all its Eastbound travel lanes temporarily re-purposed for nearby residents to have more #PhysicalDistancing. For locals, please enjoy the extra space for walk or bike. #COVID19 https://t.co/ugp3qU9cH2",0.877071738243103,29
1249063184687906816,Sat Apr 11 19:54:04 +0000 2020,Sarasota,Some great 2 wheel 🏍 therapy today w my #baysidebikers crew. We kept the bikes 6ft apart ... #socialdistancing @ Hob Nob Drive in Restaurant Sarasota https://t.co/wB8pvyvw09,0.876801609992981,30
1256054059334725632,Fri May 01 02:53:18 +0000 2020,Hatley Castle,"Vehicles not permitted on campus, parking lots closed. Walking on trails &amp; grounds permitted but not encouraged. #COVID19 #coronavirus https://t.co/NbRbvhevWU",0.8765429258346558,31
1245895379234762755,Fri Apr 03 02:06:20 +0000 2020,Vancouver,DinnerTime Traffic! Bicycle Food Delivery! Streets and Sidewalks! Support Your Local Restaurants! RockOn! #supportyourlocalrestaurants #fooddelivery #bicyclefooddelivery #delivery #bicycle #socialdistancing… https://t.co/1TKJ61ZesJ,0.875637948513031,32
1245388192804634624,Wed Apr 01 16:30:58 +0000 2020,Toronto,I have a small (very) outdoor area at the condo and there is no wind where I sit. The sun is out!  #socialdistancing #nespresso #condoliving #blogto @ Madison Avenue Lofts https://t.co/bPlltLteaj,0.8752627372741699,33
1269367219517034497,Sat Jun 06 20:35:03 +0000 2020,Suisun City,Beautiful weather and plenty of outdoor seating as I do my part to restart the economy with a delicious champagne brunch. #covid19 #socialdistancing2020 #outdoordining @ Cast Iron Grill &amp; Bar https://t.co/YymrtQZTrw,0.8738098740577698,34
1276184822541627392,Thu Jun 25 16:05:46 +0000 2020,Ithaca,"North Aurora Street is officially closed to cars, and the “Streatery” is open! (From the commons to Seneca St) Restaurant Row in @downtownithaca now has more space for outdoor seating and social distancing! @SPECNewsCNY #COVID19 #supportsmallbusiness https://t.co/c39X9m8RH0",0.8734471797943115,35
1272551035282821120,Mon Jun 15 15:26:24 +0000 2020,Montréal,"Some of Montreal’s temporary #covid19 separated bike lanes are actually upgrades to existing bicycle facilities. On rue de la Roche, the existing paint-only bike lane was “flipped” - ie, placed between parked cars and the curb rather than between parked and moving cars. https://t.co/4X7wyhHg1n",0.8731945157051086,36
1253656539732119553,Fri Apr 24 12:06:25 +0000 2020,Crackmasters Windshield Repair & Replacement Specialists,"Good Morning; our doors are open we sanitize before &amp; after. We have limited space due to #SocialDistancing 
If you need vehicle glass service please consider us
.
.
Crackmasters 105 Ave 
17544 105 Ave #Edmonton
(780)488-2255
https://t.co/ySRFN5vMrt
.
. https://t.co/nRGfKlk532",0.873134434223175,37
1255949929991700481,Thu Apr 30 19:59:32 +0000 2020,Strathcona County,"It was fantastic to get out and cover the Sherwood Park Farmers Market! Really great to reconnnect with the vendors. Wednesday’s 2-5pm, Emerald Hills parking lot in front of @CanadianTire  in #shpk #farmersmarket #shoplocal #Supportlocal #covid19 https://t.co/NNxhZoQZDu",0.8724751472473145,38
1253119124802113537,Thu Apr 23 00:30:55 +0000 2020,East Los Angeles,How about everyone having their tacos &amp; burrito dates in their cars at King Taco parking lot. Us included😂 #SocialDistancing,0.8717233538627625,39
1259892966136545285,Mon May 11 17:07:45 +0000 2020,Barrie,Bradford Greenhouse lineup in Barrie. (Actually a zigzag lineup so not bad) #socialdistancing #flowertime @ Bradford Greenhouses Garden Gallery https://t.co/oQ3irSAQAP,0.8716349005699158,40
1248317311569846275,Thu Apr 09 18:30:14 +0000 2020,Minnesota,"Shoutout to mobile banking, online shopping, curbside pickup, etc.! #SocialDistancing #StayHomeMN https://t.co/bEWcEhk3vv",0.8714805245399475,41
1261680026996502528,Sat May 16 15:28:53 +0000 2020,Camelot Bowling Alley,"It's that time! #DiRussosSausage Trailer is open in the @camelotlanes parking lot!! 
628 Boardman-Canfield Rd, Boardman, OH
We'll be out today and tomorrow opening at 11am. Getcha some meats!! #linkslingin #foodtruck #foodie #togo #takeout #carryout #COVID19 #FlattenTheCurve",0.871261477470398,42
1276912906064592903,Sat Jun 27 16:18:55 +0000 2020,Washington,Our full brunch menu is back! Including your favorites... the Steak and Egg Burrito and all of the Benedicts!  Patio and inside open with safety measures in place. Make reservations #saturdaybrunchin #socialdistancing #dontforgetyourmask https://t.co/BJkeL4gj15,0.8708060383796692,43
1264672090390761478,Sun May 24 21:38:17 +0000 2020,Cambridge,Francis Parkman Drive in JP is closed to vehicles &amp; opened to pedestrians &amp; cyclist “indefinitely” per @MassDCR 🙌🏼 #SocialDistancing #GetOutsideSafely https://t.co/EaR6heeJUi,0.8702057600021362,44
1268634898799222785,Thu Jun 04 20:05:04 +0000 2020,Globe Life Field,Concert in the Cars.   Scanning the prepaid barcodes through the windows.  #SocialDistancing https://t.co/3ZBmP52SSy,0.8696884512901306,45
1254427223240499200,Sun Apr 26 15:08:50 +0000 2020,Strathcona County,Day 41 of our #COVID19 #selfisolation #utilityboxart out for a #physicaldistancing walk in #shpk found this utilty box about a km from home. An old farm tractor &amp; pickup in #strathco Thanks to Farmers &amp; ranchers… https://t.co/dfdkzsowLP,0.8695343136787415,46
1259654303939047424,Mon May 11 01:19:23 +0000 2020,Vancouver,"Proper #socialdistancing etiquette: this line stretches for two blocks in #Kerrisdale as people wait to pickup at local tea shoppe.

We need our cucumber sandwiches, dammit!

#HappyMothersDay 
#Vancouver https://t.co/NqPvGnGhfx",0.8692774176597595,47
1266491318617989121,Fri May 29 22:07:15 +0000 2020,Washington,Just made a reservation for 2 plus a pup tonight at our favorite local Mexican spot @LauriolPlazaRes for outdoor dining. So very excited to try this #SocialDistancing dining experience plus a few frozen swirl margaritas,0.868786633014679,48
1246478564054011905,Sat Apr 04 16:43:42 +0000 2020,St. Mark's Cathedral,Brunch in the times of a pandemic. Eating takeout on the curb of an empty church parking lot. #SocialDistancing #wewearmasksinpublic #keepingyousafe #keepingussafe #COVID19 https://t.co/ifMwXDWGTj,0.8683426380157471,49
1246170816078852101,Fri Apr 03 20:20:49 +0000 2020,Toronto,Barricades and large concrete blocks placed at the entrance and exit of the parking lot at Sir Casimir Gzowski Park along #Toronto waterfront.  A very different scene from yesterday when it was full of cars &amp; people. #covid19 @CityNews https://t.co/I3yxkDtc2L,0.8683019280433655,50
1262049673164001280,Sun May 17 15:57:44 +0000 2020,Tulsa,The best parking lot view in Tulsa. #ThatPatioLife #OpenAgain #SocialDistancing #CraftBeer #DrinkLocal https://t.co/p1n3bUQXPN,0.8681154251098633,51
1257754999561555974,Tue May 05 19:32:14 +0000 2020,Mississauga,"Tuesday #Covid19 walk to the bike ramps...without bikes. #StayAtHomeDad @ Clarkson, Mississauga https://t.co/3YK1PreX5N",0.8671265840530396,52
1257754428247023622,Tue May 05 19:29:58 +0000 2020,Mississauga,"Tuesday #Covid19 walk to the bike ramps...without bikes. #StayAtHomeDad @ Clarkson, Mississauga https://t.co/J0TwBMA5Nq",0.8671265840530396,53
1261060233050247168,Thu May 14 22:26:03 +0000 2020,Safford,We can seat you now: Gila Valley restaurants open their dining rooms https://t.co/h0Zg8XwnlS via @eacourier #safford #coronavirus #COVID19 #restaurants #CoronaVirusUpdate #Arizona,0.8671140074729919,54
1247630056308031489,Tue Apr 07 20:59:19 +0000 2020,Los Angeles,"RVs and cars are congregating parked at the empty @Dodgers parking lot. Rental car companies are running out of space to store all the vehicles and have to resort to using empty lots across the city for the overflow.

→ https://t.co/3rvjTTvldu

#COVID19 #LosAngelesLockdown https://t.co/peQv0E1FxE",0.8670554161071777,55
1249574165507715074,Mon Apr 13 05:44:31 +0000 2020,Honolulu,Lockdown parking. Choose your parking stall now that Foodland supermarket is closed. #covid #covi̇d19 #ainahaina #parkinglot @ Aina Haina Shopping Center https://t.co/VxljsXBwv1,0.8670485615730286,56
1256276597285564423,Fri May 01 17:37:35 +0000 2020,Toronto,"2/2: The businesses include garden centres for curbside pick-up and delivery only, lawn care and landscaping, more construction projects deemed essential, car washes, and auto dealers by appointment only. #onpoli #COVID19",0.866969108581543,57
1255521573773234177,Wed Apr 29 15:37:24 +0000 2020,Denver,Where’s a car guy to go for breakfast when @Racines_Denver is closed?  The kitchen at the Car Shack = ideal.  @KainAutomotive @imacsweb @Vogelheim @lynn_bartels @CJRomig @Eric_A_Anderson @arnoldtijerina @joeybunch @hanfling #OmelettesToOrder #EVchargingWhilstEating #COVID19 https://t.co/rVRDnagKtZ,0.8666132688522339,58
1246149677646516224,Fri Apr 03 18:56:50 +0000 2020,Milford,Stopped by the brewery today to see my dudes and get a trunk curbside pickup of course for the birthday !  Thanks fellas nice to see you both! #socialdistancing @ Tribus Beer Co https://t.co/WFFHkArvGb,0.8663396835327148,59
1247214026708463617,Mon Apr 06 17:26:10 +0000 2020,Zachary,Practicing #socialdistancing from the parking lot while waiting for Scotty. (@ Lane Memorial Hospital) https://t.co/hkfg1RFLjW https://t.co/Zoo1LY1FxX,0.8663223385810852,60
1246235318166204416,Sat Apr 04 00:37:08 +0000 2020,Florida,#socialdistancing in SWFL. the overflow parking lot for the rental car companies at the airport is burning and has been for a couple hours https://t.co/RmhMiqmp10,0.8658856153488159,61
1269743609571655682,Sun Jun 07 21:30:41 +0000 2020,Sunrise,In the queue to enter ikeausa #Sunrise. It runs the entire length of the parking garage. #socialdistancing #ikea #phase1 #sunriseflorida @ IKEA https://t.co/l8kiQ1ch8A,0.8657654523849487,62
1264300678824034310,Sat May 23 21:02:26 +0000 2020,Port St Lucie,"Unexpected #COVID19 winners: bikes, alcohol, private jets, pools, home improvement, outdoor patio and kitchen sales, landscapers, garden centers - #stayhome for #ronasummer",0.8650400042533875,63
1254139507949146112,Sat Apr 25 20:05:34 +0000 2020,Don's Party Pack,"#SocialDistancing orders still allow us to go for drives in our cars. So we headed up to Bourbon, Indiana to buy a bottle of #bourbon at a shop at the corner of Center and Bourbon streets. One customer allowed in the store at a time. https://t.co/yC44g6p4z7",0.8649359941482544,64
1246235503038431233,Sat Apr 04 00:37:52 +0000 2020,Washington,"Had to run out to the grocery store, stopped by @chipotle to pick up dinner and this is what we found #socialdistancing https://t.co/TLGytTQRCg",0.8648328185081482,65
1263276904104308743,Thu May 21 01:14:19 +0000 2020,High Park,"Yesterday I was biking thru High Park on open roads, thinking how great the car ban has been for cyclists/ pedestrians only to see it was opened for cars today. For the sake of #socialdistancing it would be nice if car access were limited to those with accessibility permits only. https://t.co/MChwoblmEZ",0.864630401134491,66
1264578815499501570,Sun May 24 15:27:39 +0000 2020,Huntington Beach,"Ok, an EV and a hybrid walk into a bar..... wait...everything is still closed. .
#SocialDistancing with the #Bisimoto Porsche #K3V and @KarmaAutomotive https://t.co/37EZwc5mEc",0.8644954562187195,67
1248266026451709952,Thu Apr 09 15:06:27 +0000 2020,Jetton Park,As seen on my morning run—Mecklenburg *County* parking lots closed. Parks open to pedestrian/bicycle traffic only. #SocialDistancing #Covid_19 https://t.co/REeeC3uvQz,0.8643220663070679,68
1272941905181962240,Tue Jun 16 17:19:34 +0000 2020,Sonoma,"Inside or out, there’s plenty space in between #socialdistancing #dinner @ Cafe La Haye https://t.co/xZBUi6B93H",0.8640700578689575,69
1246944198810533889,Sun Apr 05 23:33:58 +0000 2020,Scarborough,Nice to get out of the house for a drive to Scarborough Maine for some blanks. Thanks to the boys at blackpointsurfshop for facilitating a curbside pick up. #socialdistancing #handshapedsurfboards #surf #surfing… https://t.co/Lluro2zTFn,0.8637833595275879,70
1261659078348222465,Sat May 16 14:05:39 +0000 2020,AT&T,"4 friendly experts, 4 cars, 1 minute after the doors open! It’s going to be a great Saturday at @grandville_sotf!! #WeAreGLM #TribeZTakeover #Curbside #SocialDistancing @Jason_Ziemba @DemetrusHayes1 @EricFuqua13 https://t.co/r4LAFqtGwF",0.8637381792068481,71
1264632411272491027,Sun May 24 19:00:37 +0000 2020,Duluth,"Lake Superior was hardly Lake of the Ozarks on Sunday. Some vehicle traffic through Canal Park, but ample parking, and suitably distanced pockets of people. #Duluth #SocialDistancing https://t.co/tUOxLCpein",0.8636907339096069,72
1258373526328946689,Thu May 07 12:30:02 +0000 2020,Hingham,No lines! No waiting! Open 11-8pm today offering Curbside Pickup (no minimum) and Free Delivery on a case+ of Wine and/or Craft Beer. #socialdistancing #keepingyousafe #craftbeer #wine #southshorema #thirstythursday… https://t.co/72WEHmEOzo,0.8636499643325806,73
1248698072747536384,Fri Apr 10 19:43:14 +0000 2020,San Jose,"#SJParkFriends The Guadalupe Gardens parking lot will be closed this weekend, along with other temporary regional park/parking lot closures. GRP is still open. Easter Weekend looks to be beautiful. Please practice #socialdistancing #6FeetApart See @sjparksandrec for details https://t.co/zh6v1U17Tu",0.8635018467903137,74
1261054590755254273,Thu May 14 22:03:38 +0000 2020,Orlando,Venues that are open and have outdoor seating are spaced apart. #UniversalOrlando #COVID19 https://t.co/rf3ASjod2s,0.863430380821228,75
1261341155670753282,Fri May 15 17:02:20 +0000 2020,Toronto,"Good news! High Park Ave. from Bloor to Annette has been closed to cars allow for physical distancing for pedestrains and cyclists during #COVID19. #ParkHP
https://t.co/FB6PtGenKS",0.8632729053497314,76
1261321964813156357,Fri May 15 15:46:05 +0000 2020,Virginia Beach,Crushes are flowing &amp; we’ve got our 1st outdoor customers at The Shack on 8th in #VirginiaBeach. Owner Mike Standing filled the outdoor social space with tables &amp; is keeping a strict 6 ft #socialdistancing rule. Employees wearing masks. https://t.co/i4mZ5k1GNt @WTKR3 https://t.co/NY2RWRemtH,0.8631741404533386,77
1247268422976708611,Mon Apr 06 21:02:19 +0000 2020,Denver,Mobile gym + empty parking lot = fitness during #COVID19 @CrossFit https://t.co/DtALVKKZ3b,0.8628950715065002,78
1249480060786139138,Sun Apr 12 23:30:35 +0000 2020,St. John's,Pre-Easter dinner walk with the doodle. We had the arena parking area to ourselves. Safe and mostly snow-free. #AustralianLabradoodle @townofparadise #SocialDistancing #HappyEaster https://t.co/NDj6YuzyA4,0.8626698851585388,79
1266419557511639041,Fri May 29 17:22:06 +0000 2020,Illinois,"We are open, sanitizing and practicing #socialdistancing. Enjoy the beautiful weather in our expanded outdoor seating. $2 Domestic Bottles all day. We missed you, Peoria! @ Fieldhouse Peoria https://t.co/QeHUPBdnne",0.8625079989433289,80
1248321050888331266,Thu Apr 09 18:45:05 +0000 2020,Indianapolis,"And here I am now, sitting in a line of cars about a half mile long, outside the Eli Lilly campus, where a street lane has been coned off for queueing for the drive-up testing center. #COVID19 https://t.co/scspwBQjEG",0.8620481491088867,81
1264672250483159042,Sun May 24 21:38:55 +0000 2020,Cambridge,Greenough Blvd in #Watertown is closed to vehicles &amp; opened to pedestrians &amp; cyclist “indefinitely” per @MassDCR 🙌🏼 #SocialDistancing #GetOutsideSafely https://t.co/WzJ2Gb95Sq,0.8619149327278137,82
1255891300001501185,Thu Apr 30 16:06:33 +0000 2020,Austin,"Have your Subaru serviced #SocialDistancing style! Our Pickup &amp; Delivery service is free &amp; easy:

📲 Call to schedule your preferred day/time: 512-900-4050
🚘 We’ll pick up your car from your driveway. (&amp; leave a loaner vehicle!)
... https://t.co/0uXcVqfgou",0.8617925643920898,83
1255647455091339267,Wed Apr 29 23:57:36 +0000 2020,Silverdale,"Work event. Dinner for our clients.  Waving from the car #cornerstone #socialdistancing (@ Jersey Mike's Subs in Silverdale, WA) https://t.co/GChYULJbxR",0.8614011406898499,84
1258440042554331136,Thu May 07 16:54:21 +0000 2020,Oregon City,A beautiful day in the ‘hood AND all #VapeCartridges are 15% off until closing at all #Kaleafa stores. Pick up that perfect #SocialDistancing companion and enjoy some of the ☀️,0.8613482117652893,85
1247274793390366720,Mon Apr 06 21:27:38 +0000 2020,Strathcona County,"Love the stunning floral arrangement that I ordered for Easter from Funky Petals #Shpk 
Appreciated the service/delivery right to my car, through the passenger window! #shoplocal #SocialDistancing #strathco #smallbusiness https://t.co/OgMpGHxeRS",0.8612367510795593,86
1274801601451102213,Sun Jun 21 20:29:21 +0000 2020,California,"Oasis of good food. #socialdistancing by car (@ Goodlife Cafe &amp; Bakery in Mendocino, CA) https://t.co/tXLRZ6zU0Y https://t.co/sIHCcMlFrq",0.8612114787101746,87
1249457702021009409,Sun Apr 12 22:01:44 +0000 2020,Pennsylvania,"First time out of the house in 4 weeks for long awaited grocery pickup, don’t know what horrified me more, the eerily vacant restaurants and strip malls or the crowded WalMart parking lot across the street. #COVID19 #newnormal",0.8611041903495789,88
1253548210062127105,Fri Apr 24 04:55:57 +0000 2020,California,"For the person who got my hamburger, chicken, and eggs at the #Walmart pickup today, I am sorry. I am enjoying your Starbucks Caramel coffee with your Lindor chocolates. I didn’t realize it until I drove 15 miles home 🤷🏻‍♀️ #SocialDistancing",0.8610579371452332,89
1246107261505695751,Fri Apr 03 16:08:17 +0000 2020,Edmonton,"As of Saturday, Alex Decoteau Park dog off-leash are will be closed by @CityofEdmonton. https://t.co/C4upPpvjcl #yegdt #yegcc #COVID19",0.8607183694839478,90
1249862123506851840,Tue Apr 14 00:48:46 +0000 2020,Dallas,"One more @DallasParkRec update. I’ve gotten a few inquiries about Cedar Ridge. Per Parks Staff, the hiking trails at Cedar Ridge are open. However, the amenities (building, restroom, gate, etc) are closed. #DallasParks #COVID19",0.8606150150299072,91
1260082097081012224,Tue May 12 05:39:17 +0000 2020,Mississauga,"UPDATE: The Province is reopening following the #COVID19 crisis:
🛠 hardware stores &amp; garden centres are open for in-store purchases
🛍 retail stores are open for curbside pickup &amp; delivery
🌲 provincial parks are reopening with limited access

Read more: https://t.co/7M1hIdaYCR https://t.co/ZOkUOIS0sY",0.8605799078941345,92
1263481392970772482,Thu May 21 14:46:53 +0000 2020,Pilot Coffee Roasters,"Now reopened. Four Ossington coffee shops are again open. But our favourite, Sam James, is still just roasting and delivering (fantastic) coffee beans. #COVID19 https://t.co/HLg4yiHrMe",0.8603604435920715,93
1266109035440484352,Thu May 28 20:48:11 +0000 2020,Brooklyn,Pre order so you can pick up directly from the vendor @downtoearthmkts on Sundays at 4th St. They have #socialdistancing protocols in place so the market spreads onto #theother5th side of the park! @ Down to Earth… https://t.co/2z1s5R9TgD,0.860283374786377,94
1248807899591213056,Sat Apr 11 02:59:39 +0000 2020,Texas Roadhouse,When you can’t go inside to eat you just picnic in the parking lot of @texasroadhouse 🥰🥰 food was yummy &amp; weather was great #SocialDistancing #TexasRoadhouseTyler #PartyOf4YourTableIsReady https://t.co/YIA6V4SRzf,0.8599982857704163,95
1256744129943437313,Sun May 03 00:35:24 +0000 2020,New York,Congratulations Joanne and #HappyNewBikeDay!  Enjoy your new Yamaha Wabash Gravel Road bike. I hope you guys have an awesome summer #socialdistancing &amp; enjoying your new bikes.  Thank you for supporting our curbside pickup &amp; shopping local.   #YamahaBicycles #Ebikes #RochesterNY https://t.co/EeOhcmeMM7,0.8597707748413086,96
1270853398854725632,Wed Jun 10 23:00:36 +0000 2020,Honolulu,"Got plans this Sunday?

Cancel em.

Come down to Kalakaua Ave from 6am to 12pm to enjoy the first of our #OpenStreets morning! Bring your shoes, bike, family, mask and check out the street without motor vehicles.

FYI: Dont congregate and practice #socialdistancing https://t.co/iZbdjEJ5qT",0.8597246408462524,97
1263049177648463873,Wed May 20 10:09:24 +0000 2020,Cherry Hill,"Starting now with restrictions: 

In-person sales at car dealerships, motorcycle and boat dealerships, along with bicycle shops. @6abc 
#NewJersey #covid19 
https://t.co/1Z3xI7LJCV",0.859194815158844,98
1260167726699429889,Tue May 12 11:19:33 +0000 2020,Catalina Foothills,"Even the strip club down the street was back open today.

And judging from the parking lot folks couldn't wait to get back.

How does that #socialdistancing work?!?

#OpenAZ https://t.co/SnINbCqjIU https://t.co/xcpwTW0pfb",0.8591747283935547,99
1257834804843872261,Wed May 06 00:49:21 +0000 2020,Tampa,CLOSED DOWN: @CityofTampa vehicles sit outside of Green Lemon tonight. @TampaPD says the restaurant had excessive crowds they couldn’t contain &amp; #socialdistancing wasn’t being followed. Restaurant owners say they’re grateful for the customer turn out this #CincoDeMayo @10TampaBay https://t.co/Bw5Re8NNiL,0.8591421246528625,100
