id,created_at,place.name,full_text,entertainment_similarity,entertainment_rank,transportation_similarity,transportation_rank,spaces_similarity,spaces_rank
1277049191961956352,Sun Jun 28 01:20:28 +0000 2020,Florida,One pedal at a time... got in 15 miles near closing time at Flatwoods Wilderness Park tonight. #SocialDistancing https://t.co/megxWfNKQd,0.7501835227012634,29185,0.8642849326133728,203,0.8309646248817444,2327
1262415732522061824,Mon May 18 16:12:19 +0000 2020,Providence,Outdoor dining at #RhodeIsland restaurants is back starting today - but with many restrictions to prevent anymore spread of #Covid19... Will you be eating at any restaurants this week?,0.8613428473472595,381,0.7714356780052185,8107,0.8304705619812012,2372
1254876165262594048,Mon Apr 27 20:52:46 +0000 2020,Los Angeles,Break out the law! @MayorOfLA ... the hiking trails that were guarded by park rangers this past weekend were empty.  #California #coronavirus https://t.co/2lf3ftsnZ0,0.7141565084457397,72812,0.8791102170944214,79,0.8303340077400208,2394
1274914037914992641,Mon Jun 22 03:56:08 +0000 2020,Honolulu,Another Sunday morning roaming around the street without cars on Kalakaua Avenue. 📷 #ActWithCare #HoouluiHonolulu #SaferAtHome #Covid808 #SocialDistancing 😷...🚫...😷 https://t.co/YM3iwYaaEn,0.7052395343780518,86832,0.8542890548706055,352,0.8301949501037598,2404
1264247734044934145,Sat May 23 17:32:03 +0000 2020,Yonkers,"To reiterate, Phase 1 #reopening consists of only construction and manufacturing, wholesale supply chain businesses and some retail for curbside pickup or in-store pickup. #westchester #coronavirus",0.9267010688781738,1,0.7357821464538574,20229,0.8297447562217712,2454
1250072660001853440,Tue Apr 14 14:45:22 +0000 2020,New York,"Another @GoGeocaching trip in the bag and a walk on the river at Turning Point Park.

#coronavirus #familytime #outdooradventures #geocaching @ Turning Point Park https://t.co/mpA11Dymrw",0.6851153373718262,120005,0.8585962057113647,283,0.8296954035758972,2462
1258525120093491201,Thu May 07 22:32:25 +0000 2020,Green Bay,Thursday Trails for #GBAPSfit before the chilly weather strikes 🥶Still loving my @salsacycles fat tire from my lovely neighborhood bike shop https://t.co/OR7kSE5cDf . Also shoutout to  @BCParksWI with the #SocialDistancing sign! #KeepOnWi @KeepOnWi https://t.co/c275LGyFpd,0.7425025701522827,36346,0.8625674843788147,231,0.8296802043914795,2465
1254446456364097537,Sun Apr 26 16:25:16 +0000 2020,Chandler,"With physical stores apart from some drive-thrus closed across the country, @Starbucks is aiming to re-open select stores on May 4 as a way to ease back into normalcy since #COVID19 restrictions. 
https://t.co/RCQYhNJ7lz",0.8569920659065247,484,0.787187397480011,5167,0.829485297203064,2480
1253333697048150018,Thu Apr 23 14:43:33 +0000 2020,El Segundo,"People across the #LosAngeles region should check before heading to the #beach.  #LACounty beaches are closed due to #coronavirus concerns.  Other beaches may be open, but with parking lots &amp; restrooms closed. @KNX1070 https://t.co/JBbNFVGrdM",0.7885124087333679,8425,0.8514331579208374,405,0.8294219970703125,2490
1251970446796509187,Sun Apr 19 20:26:29 +0000 2020,Michigan,Lots of trees down that were up last summer. #erosion #beacherosion #saugatuck #socialdistancing @ Saugatuck Dunes State Park https://t.co/mImhcIm2Wm,0.6717016696929932,141115,0.8624003529548645,233,0.8292223811149597,2510
1246814570917908482,Sun Apr 05 14:58:53 +0000 2020,New York,#SocialDistancing with the family &amp; a beautiful morning on the Rail trail! Bonus..finally getting to walk the bridge from one of my favorite movies #aquietplacemovie @johnkrasinski Thank you for using our beautiful hometown #NewPaltz https://t.co/QNn7CPVxVz,0.7066125869750977,84616,0.8560073971748352,324,0.82918781042099,2515
1251625095900147718,Sat Apr 18 21:34:11 +0000 2020,Apache Junction,I finally got to ride up the Apache Trail.  It’s closed so you only get to go a little ways on the dirt. #socialdistancing #adventurebike #africatwin #apachetrail @ Apache Trail Scenic Drive https://t.co/K8PpsEeGwS,0.6844646334648132,121003,0.8906574249267578,37,0.8286697864532471,2575
1260190313206947840,Tue May 12 12:49:18 +0000 2020,Philadelphia,By extending bar &amp;restaurant hours in certain areas and limiting restrictions on electronic billboards - we can generate City funds while helping the hospitality industry recoup revenue loss during #COVID19 https://t.co/XliKruPXLI,0.8879303336143494,67,0.7561625242233276,12206,0.8285289406776428,2592
1250141144496967683,Tue Apr 14 19:17:30 +0000 2020,Tampa,Wifeys tire went flat it’s a 45 minute wait just to see someone at the bike shop. Need our daily rides! #bikeride #dailyfitness  #socialdistancing for #teamsmilanich @ David's World Cycle https://t.co/vcuIkok2IC,0.7395420670509338,39381,0.8582726716995239,290,0.8285134434700012,2596
1269388436571488256,Sat Jun 06 21:59:22 +0000 2020,Abbotsford,#spintherapy #socialdistancing #getoutandride On the “B” bike for today’s ride. @ Fraser Station Starbucks https://t.co/fStOTDQuY9,0.7170470952987671,68498,0.878842294216156,80,0.8284964561462402,2600
1254890854059249666,Mon Apr 27 21:51:09 +0000 2020,West Seneca,"@NYGovCuomo Stores opening every department they had closed as fast as they can is all you need to know about what corporate America thinks about #COVID19. As we try to promote distancing stores that offer more then groceries/pharmaceuticals, should be restricted to essentials.",0.8639653921127319,317,0.761882483959198,10476,0.8282578587532043,2635
1247291284705992707,Mon Apr 06 22:33:10 +0000 2020,Inwood,Just casually sitting in the park on a very lovely and completely normal spring evening. 😷😎😶 #socialdistancing #inwood #nyc https://t.co/zt9RaQbjnx,0.6750324368476868,135960,0.8663949370384216,176,0.8282118439674377,2640
1250543582521569282,Wed Apr 15 21:56:38 +0000 2020,Riverfront Recapture,"#AprilVibes #wednesdayvibes
Moment of calm,some sun&amp;fresh air🌤 Strolled along the @RiverfrontRecap 😎 Parts of it closed from rising water..
Be SAFE&amp;Practice #SocialDistancing ..
(a pain,joggers mindlessly took up space on stairwells)🙄😖
#ctriver #Hartford #Connecticut https://t.co/3m3FIfNv1n",0.7167534828186035,68908,0.8772847056388855,88,0.8280506730079651,2654
1253802444750041089,Fri Apr 24 21:46:12 +0000 2020,Hamilton,"My daughter, @lkheaney , came for a visit today. We BBQ'd and went for a walk while maintaining social distancing. It was great to see her!
#selfisolation #covid_19 #socialdistancing @ Mountain Brow Park East https://t.co/SwlhN6MzON",0.690969705581665,110405,0.8628839254379272,226,0.827994704246521,2661
1254938693519003653,Tue Apr 28 01:01:14 +0000 2020,Mercerville,"What is an “essential” business?  Food, shelter and clothing are THE three most basic human needs.  Why aren’t clothing stores allowed to be open? @TuckerCarlson @EliotRabinForUS #COVID19",0.8886411786079407,63,0.7362871170043945,19986,0.827863335609436,2677
1276263781677641728,Thu Jun 25 21:19:32 +0000 2020,South Carolina,We went to the zoo today!  It was odd to see it without huge crowds!  #socialdistancing #ilovemydaughters @ Riverbanks Zoo and Garden https://t.co/w09xTdvbH1,0.7558254599571228,24720,0.8491274118423462,453,0.8277146220207214,2696
1258488768438235136,Thu May 07 20:07:58 +0000 2020,Blaine,"Peace Arch Park on the US/Canada border (between WA and BC) opened again this week, so we went for a walk there on this sunny day. (We live four miles away.) It was so strange to see the border closed! #covid19… https://t.co/v48xV9zQh2",0.7454835176467896,33435,0.8553782105445862,335,0.8276650309562683,2702
1263481392970772482,Thu May 21 14:46:53 +0000 2020,Pilot Coffee Roasters,"Now reopened. Four Ossington coffee shops are again open. But our favourite, Sam James, is still just roasting and delivering (fantastic) coffee beans. #COVID19 https://t.co/HLg4yiHrMe",0.8706138730049133,213,0.7727791666984558,7826,0.8276206254959106,2707
1246908829188722694,Sun Apr 05 21:13:25 +0000 2020,Pendleton Sports Complex,Hitting on an empty field at an empty ball park. 💔⚾️💔  #SocialDistancing https://t.co/7DYF9k5NX8,0.6392550468444824,182325,0.8525779247283936,380,0.8274998664855957,2718
1246515229120499712,Sat Apr 04 19:09:24 +0000 2020,Sawgrass,Rode to Atlantic Blvd and back on my bike.  Such a pretty day to ride a bike &amp; easier to stay distant ! #SocialDistancing,0.709202766418457,80571,0.8936589360237122,29,0.8274498581886292,2727
1273114128656236546,Wed Jun 17 04:43:56 +0000 2020,Lincoln,"Wills Family Bike Ride on the Jamaica Trail by Wilderness Park and saw the new bridge construction south of Old Cheney Road. #socialdistancing #covid_19 @ Lincoln, Nebraska https://t.co/bqJkyMYDDa",0.701326847076416,93202,0.8727321624755859,120,0.8274242281913757,2733
1276526181815328772,Fri Jun 26 14:42:13 +0000 2020,Denton,"#TEXAS: @GovAbbott’s new executive order also limits the capacity of restaurants at 50% for dine in service, closes rafting and tubing businesses, and bans gatherings of 100 people or more that don’t have special permission. #ntTV #COVID19 https://t.co/IZY5DJVf8H",0.8671945333480835,263,0.7424973845481873,17229,0.8274096250534058,2736
1271963509992062976,Sun Jun 14 00:31:47 +0000 2020,Ottawa,Gorgeous evening for a #SocialDistancing walk @PetrieIsland park. The geese family swam right up to where I was sitting. Nothing like nature to help mend the heart and soothe the soul.#mentalhealth https://t.co/lwOv3NcURN,0.6821795701980591,124777,0.8645262718200684,195,0.8274083733558655,2738
1261444798679969793,Fri May 15 23:54:11 +0000 2020,Longwood,"Restaurants and retails are allowed to open to 50% capacity.  

Chris Neun
The Neun Group
Century21 Alton Clark
407.970.4912
NeunGroup@Gmail.com
https://t.co/ZGA9YbU2eu

#50Percent #Covid19 #Restaurant #Retail… https://t.co/YyDW5LUkK3",0.9136213660240173,8,0.7521432638168335,13524,0.8273083567619324,2744
1276521846003904513,Fri Jun 26 14:24:59 +0000 2020,Derry,"In another unexpected blow to Rockingham Mall ...#LordAndTaylor closing the first...its announced today that #Microsoft is closing all  their retail stores. 

That mall went from large to...troublesome fast 😰. #coronavirus",0.894439160823822,37,0.8035237193107605,3051,0.8272936344146729,2747
1249474999712452609,Sun Apr 12 23:10:28 +0000 2020,Hoboken,"Just had to go out for some air and nature, even at a #distance  #covid19 @ Hudson River Waterfront Walkway https://t.co/jrgzaxAgVI",0.6664608120918274,148654,0.877422571182251,87,0.8270595073699951,2779
1254393166410776578,Sun Apr 26 12:53:31 +0000 2020,Goshen,On beautiful days like yesterday it’s getting harder and harder to find trails that aren’t crowded so we took to the country roads. #runalone #socialdistancing #longrun https://t.co/WicoCgSQzv,0.7246349453926086,57673,0.8643136024475098,197,0.8268741965293884,2798
1247698085788241923,Wed Apr 08 01:29:39 +0000 2020,Henrietta,"In passing

Along the Lehigh Valley Trail #henriettany this afternoon there were plenty of people and #animals (even a #reptile) out enjoying the sun while #socialdistancing. (Note: the runners stretching image was… https://t.co/LtvoI5tb7p",0.6602289080619812,157168,0.8476623296737671,480,0.8268325924873352,2809
1248986099315343361,Sat Apr 11 14:47:45 +0000 2020,Austin,.@DoorDash runs a “free” promo to support local restaurants affected by #covid19 - still tacks on ridiculous fees. Ordered from the biz &amp; directed it toward the tip! https://t.co/V6BAgNGnap,0.8680815696716309,249,0.7366055846214294,19829,0.8264539241790771,2850
1258924136241475587,Sat May 09 00:57:58 +0000 2020,Myrtle Beach,"GREAT NEWS! 
Governor to allow indoor restaurant dining to return to SC https://t.co/lCmiAmeeuJ
#OpenAmerica
#COVID19
#MAGAROLLERCOASTER
#MAGA2020
#jobsduringcorona
@henrymcmaster
#LiberalismIsTheRealPandemic
#LiberalismIsAMentalDisorder
#DemocratsAreDestroyingAmerica",0.881040632724762,110,0.7580896019935608,11590,0.8262715935707092,2876
1266006149297516545,Thu May 28 13:59:21 +0000 2020,Queens,"Phase 1 of reopening New York City, that might start in the next 2 week, includes: 
- Construction
- Manufacturing 
- Curbside &amp; in-store retail pickup 
- Wholesale suppliers
#coronavirus #COVID19",0.8825727701187134,92,0.7227768898010254,27288,0.8259263038635254,2915
1273285597159919616,Wed Jun 17 16:05:17 +0000 2020,Vaughan,"The Open for Business online directory, which lists local businesses that are open during the current state of emergency, is accessible and growing to promote services and offerings available at this time. Learn more: https://t.co/E0bmQhIgvc #ShopVaughanLocal #COVID19 https://t.co/Q4qM3mqvwx",0.8664881587028503,280,0.7118895649909973,34692,0.8258983492851257,2921
1247359137995874306,Tue Apr 07 03:02:47 +0000 2020,North Beach Park,Lil bit of a #SocialDistancing urban bike adventure with Robby today. Including a couple creek crossings and some hike a bike. https://t.co/OXWh2pNdn0,0.6688467860221863,145236,0.8820710182189941,64,0.8258934020996094,2922
1252139102339608576,Mon Apr 20 07:36:40 +0000 2020,Cactus Forest Trail,"Busy Saturday on Cactus Forest Trail. Spot the human(s). I ultimately passed this family of 3 at an ample distance. The little girl was just off the trail anyway, exploring. #HikeTucson #FindYourPark #socialdistancing",0.664530873298645,151316,0.8617196679115295,243,0.8258463144302368,2931
1254917362383335424,Mon Apr 27 23:36:29 +0000 2020,Arvada,"Curbside pickup for retail stores commenced today at the Outlets at Castle Rock after Colorado’s stay at home order expired, but things are still far from getting back to normal. #COVID19 https://t.co/DszUXRbCq0",0.8611828088760376,386,0.7624900937080383,10294,0.8257514834403992,2938
1246622246510063616,Sun Apr 05 02:14:39 +0000 2020,Lubbock,The #caprockcorvetteclub took a #socialdistancing road trip this afternoon. All cars were spaced 6’ apart.  This was our point of departure. We headed for #lakeransomcanyon and the canyons east of the lake.… https://t.co/3evSs7d8yl,0.6441889405250549,176928,0.8643020987510681,200,0.8256481885910034,2953
1246622638329303040,Sun Apr 05 02:16:12 +0000 2020,Lubbock,The #caprockcorvetteclub took a #socialdistancing road trip this afternoon. All cars were spaced 6’ apart.  This was our point of departure!!  We headed for #lakeransomcanyon and the canyons east of the lake.… https://t.co/QO04KVdBmD,0.6441889405250549,176927,0.8643020987510681,199,0.8256481885910034,2954
1246620890479157250,Sun Apr 05 02:09:16 +0000 2020,Lubbock,The #caprockcorvetteclub took a #socialdistancing road trip this afternoon. All cars were spaced 6’ apart.  We were headed for #lakeransomcanyon and the canyons east of the lake.  This is our point of departure!!… https://t.co/6ccwHAjrUl,0.6441890001296997,176925,0.8643020391464233,202,0.8256481885910034,2955
1246621336157532161,Sun Apr 05 02:11:02 +0000 2020,Lubbock,The #caprockcorvetteclub took a #socialdistancing road trip this afternoon. All cars were spaced 6’ apart.  We headed for #lakeransomcanyon and the canyons east of the lake.  This was our point of departure!!… https://t.co/ebdgQjlW5z,0.6441890001296997,176924,0.8643020391464233,201,0.8256481885910034,2956
1246623141612281856,Sun Apr 05 02:18:12 +0000 2020,Lubbock,The #caprockcorvetteclub took a #socialdistancing road trip this afternoon. All cars were spaced 6’ apart.  This was our point of departure!!  We headed for #lakeransomcanyon and the canyons east of the lake.… https://t.co/CmXp95XtyN,0.6441889405250549,176926,0.8643020987510681,198,0.8256481885910034,2957
1267875620014313473,Tue Jun 02 17:47:58 +0000 2020,Henderson,"NFL teams were allowed yesterday to open ticket offices, retail stores and other customer-facing facilities. They must adhere to state and local regulations in doing so. #nfltwitter #coronavirus",0.8944222331047058,38,0.7599660754203796,11009,0.8254141211509705,2986
1246928369876271105,Sun Apr 05 22:31:04 +0000 2020,Henderson,Arts District bar to offer drive-up liquor sales this week https://t.co/CdX0ywsIxv #vegas #coronavirus #dtlv,0.8604751825332642,402,0.7309218645095825,22685,0.8253005743026733,3002
1246277188409856000,Sat Apr 04 03:23:31 +0000 2020,Baltimore,"If someone walked into a place of business wearing a handkerchief this way, it wouldn't be surprising if the proprietor called the police! Note:some states like Maryland consider liquor stores to be ""essential businesses"" which allows them to remain open. #coronavirus #COVID2019 https://t.co/R225d11006",0.8612620830535889,383,0.7768900990486145,6952,0.8251840472221375,3018
1257799201179627520,Tue May 05 22:27:52 +0000 2020,Honolulu,"#BREAKING: @GovHawaii announces starting May 7th - retail stores, malls, pet grooming services, elective surgeries, and nonprofits are among the businesses being given the green light to reopen with social distancing guidelines in place #COVID19 #Hawaii",0.8930271863937378,44,0.7592266798019409,11232,0.8251396417617798,3023
1246093327952424965,Fri Apr 03 15:12:55 +0000 2020,Matthews,"@CLTgov we are only as safe as our least safest link. Stand alone coffee shops had to close but grocery stores with ""essential"" status are selling coffee in the stores. Other essential stores are selling nonessential products. What should happen? #COVID19 @wcnc",0.8952763676643372,33,0.7552909255027771,12482,0.8251298666000366,3026
1262740718776451072,Tue May 19 13:43:42 +0000 2020,Miami,Our Miranda Restaurant is open today and ready to serve you! Come by to experience fine dining and our delicious specialty cocktails!#EBMiamiCares #SocialDistancing #MirandaRestaurant #Luxury #Hotel #Miami… https://t.co/EIb6HukD7y,0.8669130802154541,267,0.758351743221283,11511,0.825110673904419,3028
1262915922009837570,Wed May 20 01:19:54 +0000 2020,Arden-Arcade,"Brick &amp; mortar business owners: watch how a Lincoln, CA baby boutique owner makes money on line with #livestreaming during #COVID19 shutdown! (How will YOU use live video in YOUR business?)  https://t.co/uxpMVnma1z #babyclothes https://t.co/O4s1mFNLiI",0.8778426051139832,135,0.7538675665855408,12945,0.8251083493232727,3029
1261681015287951361,Sat May 16 15:32:49 +0000 2020,Brinton Brook Sanctuary,"And “Best Burl” goes to this fellow who stands at the entrance of the Brinton Brook Sanctuary Audobon Trail. 

Early morning #SocialDistancing walk. #BestBurl @SMRAudubon https://t.co/gc5kVe15Q5",0.6845802068710327,120854,0.864327073097229,196,0.8250772953033447,3031
1247309799928233984,Mon Apr 06 23:46:44 +0000 2020,Lenoir-Rhyne University,"Inspired by @BearsSports #Triathlon Coach @O2Endurance ‘s recent bike ride posts, I decided to get out for an out and back #SocialDistancing #RoadCycling ride to @lenoirrhyne enjoying the pollen-filled air &amp; less traffic this evening #GoBears #StayActive #WeAreLR #BearStrong 🐻🚵🏽‍♀️ https://t.co/RdSavUDXY9",0.7123197317123413,75648,0.8764699697494507,91,0.8249616026878357,3043
1261303350685061123,Fri May 15 14:32:07 +0000 2020,Windsor Waterfront,"A beautiful 3.2km walk from the hotel to the @VIA_Rail train station in Windsor this morning. With a temperature of 15°C and lots of sunshine it made for some great photos, it also helped that there was very few people out. #socialdistancing #selfie #windsorontario #viarail https://t.co/JjDZOPfbML",0.7214534878730774,62093,0.8594777584075928,271,0.8248066902160645,3062
1246618026134384640,Sun Apr 05 01:57:53 +0000 2020,Texas,The #caprockcorvetteclub took a #socialdistancing road trip this afternoon. All 24 cars were spaced 6’ apart.  We headed for #lakeransomcanyon and the canyons east of the lake.  Quite the scene with 24 Corvettes… https://t.co/PRmHLH8Uu8,0.6382516026496887,183342,0.8635844588279724,221,0.8247888684272766,3064
1248777614363410432,Sat Apr 11 00:59:19 +0000 2020,Michigan,Nice bike ride along the beach looking for a chest of gold.  Didn't find one but found a few treasures.  #rideforsanity #socialdistancing #relax #lakemichigan #bikes @ Petoskey State Park https://t.co/x1FpVTBFwB,0.6932242512702942,106622,0.875310480594635,102,0.8247073292732239,3075
1254441029001871360,Sun Apr 26 16:03:42 +0000 2020,Pickering,"#cdnpoli
#uspoli
#coronavirus
#COVID19
#dining

This may be the new norm for restaurant dining when the economy is re-opened. There'll also be a partition between dining partners (raising glasses over it to clink). I'm not sure how I feel about this.

Photo by @iDivideSpaces https://t.co/6V3yvAaa3V",0.8591254949569702,426,0.7673989534378052,9024,0.8245945572853088,3099
1246552970063273984,Sat Apr 04 21:39:22 +0000 2020,Morinville,Great to see our walking trails have been transformed into a multi-lane expressway #socialdistancing #morinville https://t.co/9XgZII09Ye,0.6971829533576965,100048,0.8640381097793579,209,0.8245856165885925,3103
1274103029881602048,Fri Jun 19 22:13:28 +0000 2020,Greenville,"It's worth noting that the @Apple Store at Haywood Mall is 1 of 11 stores re-closing for #COVID19 . There's 246 stores in the U.S.
https://t.co/qsZ1TlQuyb",0.870635449886322,212,0.7721791863441467,7956,0.8245376944541931,3111
1268326202831286272,Wed Jun 03 23:38:25 +0000 2020,Honolulu,"One new case of #COVID19 was reported today for O‘ahu. This Friday, dine-in service for restaurants can resume, business office spaces can reopen, and indoor non-commercial gatherings of up to 10 people will be allowed. Visit https://t.co/HuQHeWjcFV for details. https://t.co/XxOF2N4YFQ",0.8758223056793213,152,0.7751914262771606,7296,0.8244974613189697,3121
1257442692323323915,Mon May 04 22:51:14 +0000 2020,Clarington,"Has #spring sprung in the Samuel Wilmot Nature Area? Yes! Do enjoy a walk in the Nature Area this week – but please stick to the trails and maintain #socialdistancing, and keep dogs on a leash.
https://t.co/ZMAqEIIJ5u",0.6985377669334412,97759,0.8659364581108093,184,0.82448810338974,3124
1251319039403659266,Sat Apr 18 01:18:02 +0000 2020,Atlanta,"We are open for takeout Atlanta and we have taken extra steps to ensure the safety of our staff and our customers. This small business was able to rehire some of our staff and that’s the best feeling
#COVID19 #supportsmallbusiness @EaterAtlanta @yelpatlanta https://t.co/szRs7cWPzc",0.8802789449691772,118,0.7546084523200989,12704,0.8244739770889282,3125
1272575695789740032,Mon Jun 15 17:04:23 +0000 2020,Pennsylvania,"Hey @Apple @AppleSupport newsflash! Your retail stores are closed. Your customer service team shouldn’t be directing customers back to stores to address purchase issues. When reminded of this, they stated that customers will have to wait until stores reopen. Smh! #COVID19",0.9075993299484253,14,0.7598803639411926,11035,0.8244466781616211,3132
